updatetime,vehiclecount,_id,totalspaces,garagecode,streamtime
56:49.5,0,10056,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10057,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,229,10058,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,218,10059,953,BRUUNS,11/3/2014 16:19
56:49.5,226,10060,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,89,10061,400,MAGASIN,11/3/2014 16:19
56:49.5,38,10062,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,116,10063,700,SALLING,11/3/2014 16:19
26:49.5,0,10064,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10065,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,226,10066,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,176,10067,953,BRUUNS,11/3/2014 16:19
26:49.5,212,10068,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,74,10069,400,MAGASIN,11/3/2014 16:19
26:49.5,30,10070,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,105,10071,700,SALLING,11/3/2014 16:19
56:49.5,0,10072,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10073,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,219,10074,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,135,10075,953,BRUUNS,11/3/2014 16:19
56:49.5,206,10076,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,53,10077,400,MAGASIN,11/3/2014 16:19
56:49.5,27,10078,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,98,10079,700,SALLING,11/3/2014 16:19
26:49.5,0,10080,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10081,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,209,10082,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,129,10083,953,BRUUNS,11/3/2014 16:19
26:49.5,202,10084,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,33,10085,400,MAGASIN,11/3/2014 16:19
26:49.5,28,10086,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,92,10087,700,SALLING,11/3/2014 16:19
56:49.5,0,10088,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10089,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,210,10090,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,111,10091,953,BRUUNS,11/3/2014 16:19
56:49.5,198,10092,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,27,10093,400,MAGASIN,11/3/2014 16:19
56:49.5,28,10094,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,91,10095,700,SALLING,11/3/2014 16:19
26:49.5,0,10096,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10097,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,209,10098,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,104,10099,953,BRUUNS,11/3/2014 16:19
26:49.5,197,10100,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10101,400,MAGASIN,11/3/2014 16:19
26:49.5,27,10102,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,90,10103,700,SALLING,11/3/2014 16:19
56:49.5,0,10104,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10105,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,207,10106,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,85,10107,953,BRUUNS,11/3/2014 16:19
56:49.5,195,10108,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10109,400,MAGASIN,11/3/2014 16:19
56:49.5,27,10110,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,90,10111,700,SALLING,11/3/2014 16:19
26:49.5,0,10112,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10113,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,205,10114,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,59,10115,953,BRUUNS,11/3/2014 16:19
26:49.5,193,10116,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10117,400,MAGASIN,11/3/2014 16:19
26:49.5,27,10118,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,89,10119,700,SALLING,11/3/2014 16:19
56:49.5,0,10120,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10121,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,204,10122,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,57,10123,953,BRUUNS,11/3/2014 16:19
56:49.5,191,10124,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10125,400,MAGASIN,11/3/2014 16:19
56:49.5,28,10126,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,89,10127,700,SALLING,11/3/2014 16:19
26:49.5,0,10128,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10129,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,203,10130,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,9,10131,953,BRUUNS,11/3/2014 16:19
26:49.5,193,10132,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10133,400,MAGASIN,11/3/2014 16:19
26:49.5,27,10134,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,89,10135,700,SALLING,11/3/2014 16:19
56:49.5,0,10136,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10137,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,203,10138,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,9,10139,953,BRUUNS,11/3/2014 16:19
56:49.5,189,10140,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10141,400,MAGASIN,11/3/2014 16:19
56:49.5,27,10142,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,90,10143,700,SALLING,11/3/2014 16:19
26:49.5,0,10144,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10145,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,203,10146,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,9,10147,953,BRUUNS,11/3/2014 16:19
26:49.5,189,10148,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10149,400,MAGASIN,11/3/2014 16:19
26:49.5,27,10150,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,90,10151,700,SALLING,11/3/2014 16:19
56:49.5,0,10152,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10153,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,203,10154,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,9,10155,953,BRUUNS,11/3/2014 16:19
56:49.5,189,10156,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10157,400,MAGASIN,11/3/2014 16:19
56:49.5,27,10158,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,90,10159,700,SALLING,11/3/2014 16:19
26:49.5,188,10164,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10165,400,MAGASIN,11/3/2014 16:19
26:49.5,27,10166,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,91,10167,700,SALLING,11/3/2014 16:19
26:49.5,0,10160,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10161,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,203,10162,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,9,10163,953,BRUUNS,11/3/2014 16:19
56:49.5,0,10168,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10169,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,204,10170,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,8,10171,953,BRUUNS,11/3/2014 16:19
56:49.5,184,10172,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10173,400,MAGASIN,11/3/2014 16:19
56:49.5,27,10174,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,91,10175,700,SALLING,11/3/2014 16:19
26:49.5,0,10176,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10177,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,204,10178,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,8,10179,953,BRUUNS,11/3/2014 16:19
26:49.5,184,10180,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10181,400,MAGASIN,11/3/2014 16:19
26:49.5,27,10182,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,91,10183,700,SALLING,11/3/2014 16:19
56:49.5,0,10184,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10185,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,203,10186,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,8,10187,953,BRUUNS,11/3/2014 16:19
56:49.5,183,10188,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10189,400,MAGASIN,11/3/2014 16:19
56:49.5,27,10190,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,91,10191,700,SALLING,11/3/2014 16:19
26:49.5,0,10192,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10193,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,205,10194,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,8,10195,953,BRUUNS,11/3/2014 16:19
26:49.5,183,10196,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10197,400,MAGASIN,11/3/2014 16:19
26:49.5,27,10198,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,90,10199,700,SALLING,11/3/2014 16:19
56:49.5,0,10200,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10201,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,210,10202,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,10,10203,953,BRUUNS,11/3/2014 16:19
56:49.5,181,10204,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10205,400,MAGASIN,11/3/2014 16:19
56:49.5,27,10206,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,91,10207,700,SALLING,11/3/2014 16:19
26:49.5,0,10208,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10209,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,218,10210,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,18,10211,953,BRUUNS,11/3/2014 16:19
26:49.5,181,10212,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10213,400,MAGASIN,11/3/2014 16:19
26:49.5,28,10214,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,92,10215,700,SALLING,11/3/2014 16:19
56:49.5,0,10216,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10217,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,231,10218,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,24,10219,953,BRUUNS,11/3/2014 16:19
56:49.5,180,10220,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,21,10221,400,MAGASIN,11/3/2014 16:19
56:49.5,31,10222,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,94,10223,700,SALLING,11/3/2014 16:19
26:49.5,0,10224,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10225,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,268,10226,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,42,10227,953,BRUUNS,11/3/2014 16:19
26:49.5,179,10228,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,21,10229,400,MAGASIN,11/3/2014 16:19
26:49.5,36,10230,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,104,10231,700,SALLING,11/3/2014 16:19
56:49.5,0,10232,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10233,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,355,10234,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,74,10235,953,BRUUNS,11/3/2014 16:19
56:49.5,179,10236,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,41,10237,400,MAGASIN,11/3/2014 16:19
56:49.5,47,10238,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,128,10239,700,SALLING,11/3/2014 16:19
26:49.5,0,10240,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10241,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,502,10242,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,126,10243,953,BRUUNS,11/3/2014 16:19
26:49.5,180,10244,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,79,10245,400,MAGASIN,11/3/2014 16:19
26:49.5,61,10246,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,187,10247,700,SALLING,11/3/2014 16:19
56:49.5,0,10248,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10249,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,569,10250,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,165,10251,953,BRUUNS,11/3/2014 16:19
56:49.5,186,10252,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,106,10253,400,MAGASIN,11/3/2014 16:19
56:49.5,66,10254,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,233,10255,700,SALLING,11/3/2014 16:19
26:49.5,0,10256,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10257,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,657,10258,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,201,10259,953,BRUUNS,11/3/2014 16:19
26:49.5,195,10260,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,120,10261,400,MAGASIN,11/3/2014 16:19
26:49.5,70,10262,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,248,10263,700,SALLING,11/3/2014 16:19
56:49.5,0,10264,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10265,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,688,10266,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,252,10267,953,BRUUNS,11/3/2014 16:19
56:49.5,206,10268,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,140,10269,400,MAGASIN,11/3/2014 16:19
56:49.5,74,10270,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,301,10271,700,SALLING,11/3/2014 16:19
26:49.5,0,10272,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10273,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,723,10274,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,332,10275,953,BRUUNS,11/3/2014 16:19
26:49.5,221,10276,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,198,10277,400,MAGASIN,11/3/2014 16:19
26:49.5,79,10278,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,379,10279,700,SALLING,11/3/2014 16:19
56:49.5,0,10280,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10281,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,736,10282,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,431,10283,953,BRUUNS,11/3/2014 16:19
56:49.5,237,10284,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,272,10285,400,MAGASIN,11/3/2014 16:19
56:49.5,82,10286,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,450,10287,700,SALLING,11/3/2014 16:19
26:49.5,0,10288,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10289,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,744,10290,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,499,10291,953,BRUUNS,11/3/2014 16:19
26:49.5,248,10292,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,296,10293,400,MAGASIN,11/3/2014 16:19
26:49.5,85,10294,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,542,10295,700,SALLING,11/3/2014 16:19
56:49.5,0,10296,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10297,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,763,10298,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,556,10299,953,BRUUNS,11/3/2014 16:19
56:49.5,246,10300,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,335,10301,400,MAGASIN,11/3/2014 16:19
56:49.5,88,10302,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,581,10303,700,SALLING,11/3/2014 16:19
26:49.5,0,10304,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10305,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,776,10306,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,572,10307,953,BRUUNS,11/3/2014 16:19
26:49.5,267,10308,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,376,10309,400,MAGASIN,11/3/2014 16:19
26:49.5,85,10310,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,618,10311,700,SALLING,11/3/2014 16:19
56:49.5,0,10312,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10313,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,793,10314,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,583,10315,953,BRUUNS,11/3/2014 16:19
56:49.5,280,10316,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,370,10317,400,MAGASIN,11/3/2014 16:19
56:49.5,90,10318,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,647,10319,700,SALLING,11/3/2014 16:19
26:49.5,0,10320,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10321,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,801,10322,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,641,10323,953,BRUUNS,11/3/2014 16:19
26:49.5,283,10324,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,376,10325,400,MAGASIN,11/3/2014 16:19
26:49.5,77,10326,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,647,10327,700,SALLING,11/3/2014 16:19
56:49.5,0,10328,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10329,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,807,10330,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,652,10331,953,BRUUNS,11/3/2014 16:19
56:49.5,290,10332,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,375,10333,400,MAGASIN,11/3/2014 16:19
56:49.5,75,10334,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,607,10335,700,SALLING,11/3/2014 16:19
26:49.5,0,10336,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10337,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,798,10338,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,641,10339,953,BRUUNS,11/3/2014 16:19
26:49.5,297,10340,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,360,10341,400,MAGASIN,11/3/2014 16:19
26:49.5,73,10342,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,593,10343,700,SALLING,11/3/2014 16:19
56:49.5,0,10344,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10345,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,751,10346,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,623,10347,953,BRUUNS,11/3/2014 16:19
56:49.5,296,10348,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,339,10349,400,MAGASIN,11/3/2014 16:19
56:49.5,64,10350,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,577,10351,700,SALLING,11/3/2014 16:19
26:49.5,0,10352,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10353,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,676,10354,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,582,10355,953,BRUUNS,11/3/2014 16:19
26:49.5,298,10356,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,319,10357,400,MAGASIN,11/3/2014 16:19
26:49.5,58,10358,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,521,10359,700,SALLING,11/3/2014 16:19
56:49.5,0,10360,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10361,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,630,10362,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,554,10363,953,BRUUNS,11/3/2014 16:19
56:49.5,300,10364,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,311,10365,400,MAGASIN,11/3/2014 16:19
56:49.5,50,10366,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,467,10367,700,SALLING,11/3/2014 16:19
26:49.5,0,10368,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10369,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,536,10370,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,510,10371,953,BRUUNS,11/3/2014 16:19
26:49.5,304,10372,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,291,10373,400,MAGASIN,11/3/2014 16:19
26:49.5,41,10374,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,428,10375,700,SALLING,11/3/2014 16:19
56:49.5,0,10376,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10377,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,446,10378,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,471,10379,953,BRUUNS,11/3/2014 16:19
56:49.5,319,10380,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,259,10381,400,MAGASIN,11/3/2014 16:19
56:49.5,39,10382,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,389,10383,700,SALLING,11/3/2014 16:19
26:49.5,0,10384,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10385,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,398,10386,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,448,10387,953,BRUUNS,11/3/2014 16:19
26:49.5,327,10388,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,240,10389,400,MAGASIN,11/3/2014 16:19
26:49.5,35,10390,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,326,10391,700,SALLING,11/3/2014 16:19
56:49.5,0,10392,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10393,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,369,10394,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,408,10395,953,BRUUNS,11/3/2014 16:19
56:49.5,319,10396,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,211,10397,400,MAGASIN,11/3/2014 16:19
56:49.5,35,10398,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,238,10399,700,SALLING,11/3/2014 16:19
26:49.5,0,10400,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10401,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,342,10402,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,363,10403,953,BRUUNS,11/3/2014 16:19
26:49.5,313,10404,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,177,10405,400,MAGASIN,11/3/2014 16:19
26:49.5,39,10406,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,187,10407,700,SALLING,11/3/2014 16:19
56:49.5,0,10408,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10409,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,328,10410,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,326,10411,953,BRUUNS,11/3/2014 16:19
56:49.5,311,10412,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,163,10413,400,MAGASIN,11/3/2014 16:19
56:49.5,42,10414,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,149,10415,700,SALLING,11/3/2014 16:19
26:49.5,0,10416,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10417,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,310,10418,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,230,10419,953,BRUUNS,11/3/2014 16:19
26:49.5,319,10420,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,130,10421,400,MAGASIN,11/3/2014 16:19
26:49.5,40,10422,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,141,10423,700,SALLING,11/3/2014 16:19
56:49.5,0,10424,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10425,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,301,10426,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,196,10427,953,BRUUNS,11/3/2014 16:19
56:49.5,318,10428,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,112,10429,400,MAGASIN,11/3/2014 16:19
56:49.5,44,10430,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,122,10431,700,SALLING,11/3/2014 16:19
26:49.5,0,10432,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10433,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,294,10434,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,180,10435,953,BRUUNS,11/3/2014 16:19
26:49.5,315,10436,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,89,10437,400,MAGASIN,11/3/2014 16:19
26:49.5,41,10438,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,95,10439,700,SALLING,11/3/2014 16:19
56:49.5,0,10440,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10441,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,286,10442,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,173,10443,953,BRUUNS,11/3/2014 16:19
56:49.5,296,10444,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,73,10445,400,MAGASIN,11/3/2014 16:19
56:49.5,40,10446,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,79,10447,700,SALLING,11/3/2014 16:19
26:49.5,0,10448,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10449,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,278,10450,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,155,10451,953,BRUUNS,11/3/2014 16:19
26:49.5,293,10452,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,62,10453,400,MAGASIN,11/3/2014 16:19
26:49.5,37,10454,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,69,10455,700,SALLING,11/3/2014 16:19
56:49.5,0,10456,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10457,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,262,10458,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,105,10459,953,BRUUNS,11/3/2014 16:19
56:49.5,284,10460,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,50,10461,400,MAGASIN,11/3/2014 16:19
56:49.5,34,10462,210,KALKVAERKSVEJ,11/3/2014 16:19
56:49.5,61,10463,700,SALLING,11/3/2014 16:19
26:49.5,0,10464,65,NORREPORT,11/3/2014 16:19
26:49.5,0,10465,512,SKOLEBAKKEN,11/3/2014 16:19
26:49.5,250,10466,1240,SCANDCENTER,11/3/2014 16:19
26:49.5,94,10467,953,BRUUNS,11/3/2014 16:19
26:49.5,271,10468,130,BUSGADEHUSET,11/3/2014 16:19
26:49.5,41,10469,400,MAGASIN,11/3/2014 16:19
26:49.5,30,10470,210,KALKVAERKSVEJ,11/3/2014 16:19
26:49.5,59,10471,700,SALLING,11/3/2014 16:19
56:49.5,0,10472,65,NORREPORT,11/3/2014 16:19
56:49.5,0,10473,512,SKOLEBAKKEN,11/3/2014 16:19
56:49.5,242,10474,1240,SCANDCENTER,11/3/2014 16:19
56:49.5,81,10475,953,BRUUNS,11/3/2014 16:19
56:49.5,265,10476,130,BUSGADEHUSET,11/3/2014 16:19
56:49.5,33,10477,400,MAGASIN,11/3/2014 16:19
56:49.5,30,10478,210,KALKVAERKSVEJ,11/3/2014 16:19
