updatetime,vehiclecount,_id,totalspaces,garagecode,streamtime
31:49.7,53,28912,65,NORREPORT,11/3/2014 16:19
31:49.7,512,28913,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,186,28914,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,119,28915,953,BRUUNS,11/3/2014 16:19
31:49.7,35,28916,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,31,28917,400,MAGASIN,11/3/2014 16:19
31:49.7,4,28918,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,54,28919,700,SALLING,11/3/2014 16:19
01:49.7,55,28920,65,NORREPORT,11/3/2014 16:19
01:49.7,512,28921,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,182,28922,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,110,28923,953,BRUUNS,11/3/2014 16:19
01:49.7,33,28924,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,27,28925,400,MAGASIN,11/3/2014 16:19
01:49.7,4,28926,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,52,28927,700,SALLING,11/3/2014 16:19
31:49.7,54,28928,65,NORREPORT,11/3/2014 16:19
31:49.7,512,28929,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,178,28930,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,108,28931,953,BRUUNS,11/3/2014 16:19
31:49.7,38,28932,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,28933,400,MAGASIN,11/3/2014 16:19
31:49.7,4,28934,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,28935,700,SALLING,11/3/2014 16:19
01:49.7,54,28936,65,NORREPORT,11/3/2014 16:19
01:49.7,512,28937,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,180,28938,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,102,28939,953,BRUUNS,11/3/2014 16:19
01:49.7,36,28940,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,26,28941,400,MAGASIN,11/3/2014 16:19
01:49.7,3,28942,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,28943,700,SALLING,11/3/2014 16:19
31:49.7,53,28944,65,NORREPORT,11/3/2014 16:19
31:49.7,512,28945,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,180,28946,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,79,28947,953,BRUUNS,11/3/2014 16:19
31:49.7,36,28948,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,28949,400,MAGASIN,11/3/2014 16:19
31:49.7,2,28950,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,28951,700,SALLING,11/3/2014 16:19
01:49.7,53,28952,65,NORREPORT,11/3/2014 16:19
01:49.7,512,28953,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,182,28954,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,66,28955,953,BRUUNS,11/3/2014 16:19
01:49.7,34,28956,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,26,28957,400,MAGASIN,11/3/2014 16:19
01:49.7,2,28958,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,28959,700,SALLING,11/3/2014 16:19
31:49.7,53,28960,65,NORREPORT,11/3/2014 16:19
31:49.7,512,28961,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,182,28962,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,63,28963,953,BRUUNS,11/3/2014 16:19
31:49.7,35,28964,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,28965,400,MAGASIN,11/3/2014 16:19
31:49.7,2,28966,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,28967,700,SALLING,11/3/2014 16:19
01:49.7,52,28968,65,NORREPORT,11/3/2014 16:19
01:49.7,512,28969,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,182,28970,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,62,28971,953,BRUUNS,11/3/2014 16:19
01:49.7,34,28972,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,26,28973,400,MAGASIN,11/3/2014 16:19
01:49.7,2,28974,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,28975,700,SALLING,11/3/2014 16:19
31:49.7,53,28976,65,NORREPORT,11/3/2014 16:19
31:49.7,512,28977,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,182,28978,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,61,28979,953,BRUUNS,11/3/2014 16:19
31:49.7,33,28980,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,28981,400,MAGASIN,11/3/2014 16:19
31:49.7,2,28982,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,28983,700,SALLING,11/3/2014 16:19
01:49.7,55,28984,65,NORREPORT,11/3/2014 16:19
01:49.7,512,28985,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,183,28986,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,60,28987,953,BRUUNS,11/3/2014 16:19
01:49.7,33,28988,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,26,28989,400,MAGASIN,11/3/2014 16:19
01:49.7,2,28990,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,28991,700,SALLING,11/3/2014 16:19
31:49.7,55,28992,65,NORREPORT,11/3/2014 16:19
31:49.7,512,28993,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,183,28994,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,60,28995,953,BRUUNS,11/3/2014 16:19
31:49.7,33,28996,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,28997,400,MAGASIN,11/3/2014 16:19
31:49.7,2,28998,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,28999,700,SALLING,11/3/2014 16:19
01:49.7,55,29000,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29001,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,183,29002,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,60,29003,953,BRUUNS,11/3/2014 16:19
01:49.7,33,29004,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,26,29005,400,MAGASIN,11/3/2014 16:19
01:49.7,2,29006,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,29007,700,SALLING,11/3/2014 16:19
31:49.7,55,29008,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29009,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,182,29010,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,60,29011,953,BRUUNS,11/3/2014 16:19
31:49.7,33,29012,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,29013,400,MAGASIN,11/3/2014 16:19
31:49.7,2,29014,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,29015,700,SALLING,11/3/2014 16:19
01:49.7,55,29016,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29017,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,182,29018,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,60,29019,953,BRUUNS,11/3/2014 16:19
01:49.7,32,29020,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,26,29021,400,MAGASIN,11/3/2014 16:19
01:49.7,2,29022,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,29023,700,SALLING,11/3/2014 16:19
31:49.7,55,29024,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29025,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,182,29026,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,60,29027,953,BRUUNS,11/3/2014 16:19
31:49.7,34,29028,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,29029,400,MAGASIN,11/3/2014 16:19
31:49.7,2,29030,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,29031,700,SALLING,11/3/2014 16:19
01:49.7,55,29032,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29033,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,181,29034,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,60,29035,953,BRUUNS,11/3/2014 16:19
01:49.7,34,29036,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,26,29037,400,MAGASIN,11/3/2014 16:19
01:49.7,2,29038,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,29039,700,SALLING,11/3/2014 16:19
31:49.7,55,29040,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29041,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,181,29042,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,61,29043,953,BRUUNS,11/3/2014 16:19
31:49.7,33,29044,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,26,29045,400,MAGASIN,11/3/2014 16:19
31:49.7,2,29046,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,29047,700,SALLING,11/3/2014 16:19
01:49.7,51,29048,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29049,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,186,29050,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,69,29051,953,BRUUNS,11/3/2014 16:19
01:49.7,30,29052,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,28,29053,400,MAGASIN,11/3/2014 16:19
01:49.7,2,29054,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,50,29055,700,SALLING,11/3/2014 16:19
31:49.7,50,29056,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29057,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,202,29058,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,76,29059,953,BRUUNS,11/3/2014 16:19
31:49.7,33,29060,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,28,29061,400,MAGASIN,11/3/2014 16:19
31:49.7,5,29062,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,50,29063,700,SALLING,11/3/2014 16:19
01:49.7,46,29064,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29065,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,220,29066,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,88,29067,953,BRUUNS,11/3/2014 16:19
01:49.7,30,29068,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,30,29069,400,MAGASIN,11/3/2014 16:19
01:49.7,10,29070,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,51,29071,700,SALLING,11/3/2014 16:19
31:49.7,45,29072,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29073,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,298,29074,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,112,29075,953,BRUUNS,11/3/2014 16:19
31:49.7,29,29076,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,41,29077,400,MAGASIN,11/3/2014 16:19
31:49.7,12,29078,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,53,29079,700,SALLING,11/3/2014 16:19
01:49.7,30,29080,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29081,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,400,29082,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,173,29083,953,BRUUNS,11/3/2014 16:19
01:49.7,29,29084,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,59,29085,400,MAGASIN,11/3/2014 16:19
01:49.7,34,29086,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,75,29087,700,SALLING,11/3/2014 16:19
31:49.7,26,29088,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29089,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,575,29090,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,216,29091,953,BRUUNS,11/3/2014 16:19
31:49.7,41,29092,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,72,29093,400,MAGASIN,11/3/2014 16:19
31:49.7,49,29094,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,151,29095,700,SALLING,11/3/2014 16:19
01:49.7,30,29096,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29097,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,723,29098,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,271,29099,953,BRUUNS,11/3/2014 16:19
01:49.7,60,29100,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,105,29101,400,MAGASIN,11/3/2014 16:19
01:49.7,62,29102,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,227,29103,700,SALLING,11/3/2014 16:19
31:49.7,32,29104,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29105,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,797,29106,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,308,29107,953,BRUUNS,11/3/2014 16:19
31:49.7,72,29108,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,99,29109,400,MAGASIN,11/3/2014 16:19
31:49.7,62,29110,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,286,29111,700,SALLING,11/3/2014 16:19
01:49.7,35,29112,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29113,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,820,29114,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,359,29115,953,BRUUNS,11/3/2014 16:19
01:49.7,78,29116,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,132,29117,400,MAGASIN,11/3/2014 16:19
01:49.7,70,29118,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,335,29119,700,SALLING,11/3/2014 16:19
31:49.7,35,29120,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29121,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,815,29122,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,415,29123,953,BRUUNS,11/3/2014 16:19
31:49.7,105,29124,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,165,29125,400,MAGASIN,11/3/2014 16:19
31:49.7,75,29126,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,389,29127,700,SALLING,11/3/2014 16:19
01:49.7,35,29128,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29129,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,835,29130,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,438,29131,953,BRUUNS,11/3/2014 16:19
01:49.7,120,29132,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,192,29133,400,MAGASIN,11/3/2014 16:19
01:49.7,78,29134,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,431,29135,700,SALLING,11/3/2014 16:19
31:49.7,34,29136,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29137,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,857,29138,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,459,29139,953,BRUUNS,11/3/2014 16:19
31:49.7,129,29140,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,209,29141,400,MAGASIN,11/3/2014 16:19
31:49.7,73,29142,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,460,29143,700,SALLING,11/3/2014 16:19
01:49.7,38,29144,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29145,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,882,29146,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,479,29147,953,BRUUNS,11/3/2014 16:19
01:49.7,127,29148,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,207,29149,400,MAGASIN,11/3/2014 16:19
01:49.7,74,29150,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,468,29151,700,SALLING,11/3/2014 16:19
31:49.7,32,29152,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29153,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,879,29154,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,483,29155,953,BRUUNS,11/3/2014 16:19
31:49.7,120,29156,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,217,29157,400,MAGASIN,11/3/2014 16:19
31:49.7,71,29158,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,481,29159,700,SALLING,11/3/2014 16:19
01:49.7,38,29160,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29161,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,868,29162,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,520,29163,953,BRUUNS,11/3/2014 16:19
01:49.7,136,29164,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,233,29165,400,MAGASIN,11/3/2014 16:19
01:49.7,75,29166,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,489,29167,700,SALLING,11/3/2014 16:19
31:49.7,37,29168,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29169,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,866,29170,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,510,29171,953,BRUUNS,11/3/2014 16:19
31:49.7,143,29172,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,245,29173,400,MAGASIN,11/3/2014 16:19
31:49.7,72,29174,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,496,29175,700,SALLING,11/3/2014 16:19
01:49.7,35,29176,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29177,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,871,29178,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,517,29179,953,BRUUNS,11/3/2014 16:19
01:49.7,143,29180,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,232,29181,400,MAGASIN,11/3/2014 16:19
01:49.7,71,29182,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,470,29183,700,SALLING,11/3/2014 16:19
31:49.7,40,29184,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29185,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,844,29186,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,482,29187,953,BRUUNS,11/3/2014 16:19
31:49.7,142,29188,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,218,29189,400,MAGASIN,11/3/2014 16:19
31:49.7,63,29190,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,460,29191,700,SALLING,11/3/2014 16:19
01:49.7,42,29192,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29193,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,813,29194,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,432,29195,953,BRUUNS,11/3/2014 16:19
01:49.7,148,29196,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,213,29197,400,MAGASIN,11/3/2014 16:19
01:49.7,54,29198,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,418,29199,700,SALLING,11/3/2014 16:19
31:49.7,43,29200,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29201,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,735,29202,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,391,29203,953,BRUUNS,11/3/2014 16:19
31:49.7,150,29204,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,180,29205,400,MAGASIN,11/3/2014 16:19
31:49.7,35,29206,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,385,29207,700,SALLING,11/3/2014 16:19
01:49.7,41,29208,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29209,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,643,29210,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,369,29211,953,BRUUNS,11/3/2014 16:19
01:49.7,162,29212,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,157,29213,400,MAGASIN,11/3/2014 16:19
01:49.7,24,29214,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,332,29215,700,SALLING,11/3/2014 16:19
31:49.7,30,29216,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29217,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,469,29218,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,339,29219,953,BRUUNS,11/3/2014 16:19
31:49.7,144,29220,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,128,29221,400,MAGASIN,11/3/2014 16:19
31:49.7,19,29222,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,270,29223,700,SALLING,11/3/2014 16:19
01:49.7,27,29224,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29225,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,397,29226,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,316,29227,953,BRUUNS,11/3/2014 16:19
01:49.7,148,29228,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,128,29229,400,MAGASIN,11/3/2014 16:19
01:49.7,14,29230,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,230,29231,700,SALLING,11/3/2014 16:19
31:49.7,23,29232,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29233,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,351,29234,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,274,29235,953,BRUUNS,11/3/2014 16:19
31:49.7,155,29236,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,116,29237,400,MAGASIN,11/3/2014 16:19
31:49.7,12,29238,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,199,29239,700,SALLING,11/3/2014 16:19
01:49.7,28,29240,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29241,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,318,29242,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,249,29243,953,BRUUNS,11/3/2014 16:19
01:49.7,158,29244,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,102,29245,400,MAGASIN,11/3/2014 16:19
01:49.7,16,29246,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,154,29247,700,SALLING,11/3/2014 16:19
31:49.7,25,29248,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29249,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,304,29250,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,214,29251,953,BRUUNS,11/3/2014 16:19
31:49.7,165,29252,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,97,29253,400,MAGASIN,11/3/2014 16:19
31:49.7,13,29254,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,133,29255,700,SALLING,11/3/2014 16:19
01:49.7,29,29256,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29257,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,286,29258,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,178,29259,953,BRUUNS,11/3/2014 16:19
01:49.7,175,29260,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,84,29261,400,MAGASIN,11/3/2014 16:19
01:49.7,15,29262,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,118,29263,700,SALLING,11/3/2014 16:19
31:49.7,29,29264,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29265,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,273,29266,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,138,29267,953,BRUUNS,11/3/2014 16:19
31:49.7,180,29268,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,79,29269,400,MAGASIN,11/3/2014 16:19
31:49.7,14,29270,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,95,29271,700,SALLING,11/3/2014 16:19
01:49.7,28,29272,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29273,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,265,29274,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,127,29275,953,BRUUNS,11/3/2014 16:19
01:49.7,183,29276,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,69,29277,400,MAGASIN,11/3/2014 16:19
01:49.7,10,29278,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,82,29279,700,SALLING,11/3/2014 16:19
31:49.7,31,29280,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29281,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,262,29282,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,117,29283,953,BRUUNS,11/3/2014 16:19
31:49.7,172,29284,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,60,29285,400,MAGASIN,11/3/2014 16:19
31:49.7,8,29286,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,73,29287,700,SALLING,11/3/2014 16:19
01:49.7,35,29288,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29289,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,259,29290,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,106,29291,953,BRUUNS,11/3/2014 16:19
01:49.7,166,29292,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,51,29293,400,MAGASIN,11/3/2014 16:19
01:49.7,5,29294,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,61,29295,700,SALLING,11/3/2014 16:19
31:49.7,36,29296,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29297,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,243,29298,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,68,29299,953,BRUUNS,11/3/2014 16:19
31:49.7,164,29300,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,45,29301,400,MAGASIN,11/3/2014 16:19
31:49.7,6,29302,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,57,29303,700,SALLING,11/3/2014 16:19
01:49.7,35,29304,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29305,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,230,29306,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,53,29307,953,BRUUNS,11/3/2014 16:19
01:49.7,166,29308,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,38,29309,400,MAGASIN,11/3/2014 16:19
01:49.7,3,29310,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,51,29311,700,SALLING,11/3/2014 16:19
31:49.7,33,29312,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29313,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,229,29314,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,53,29315,953,BRUUNS,11/3/2014 16:19
31:49.7,162,29316,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,36,29317,400,MAGASIN,11/3/2014 16:19
31:49.7,3,29318,210,KALKVAERKSVEJ,11/3/2014 16:19
31:49.7,49,29319,700,SALLING,11/3/2014 16:19
01:49.7,35,29320,65,NORREPORT,11/3/2014 16:19
01:49.7,512,29321,512,SKOLEBAKKEN,11/3/2014 16:19
01:49.7,229,29322,1240,SCANDCENTER,11/3/2014 16:19
01:49.7,47,29323,953,BRUUNS,11/3/2014 16:19
01:49.7,157,29324,130,BUSGADEHUSET,11/3/2014 16:19
01:49.7,32,29325,400,MAGASIN,11/3/2014 16:19
01:49.7,2,29326,210,KALKVAERKSVEJ,11/3/2014 16:19
01:49.7,48,29327,700,SALLING,11/3/2014 16:19
31:49.7,36,29328,65,NORREPORT,11/3/2014 16:19
31:49.7,512,29329,512,SKOLEBAKKEN,11/3/2014 16:19
31:49.7,227,29330,1240,SCANDCENTER,11/3/2014 16:19
31:49.7,36,29331,953,BRUUNS,11/3/2014 16:19
31:49.7,149,29332,130,BUSGADEHUSET,11/3/2014 16:19
31:49.7,32,29333,400,MAGASIN,11/3/2014 16:19
31:49.7,1,29334,210,KALKVAERKSVEJ,11/3/2014 16:19
